"nkill","iyear","imonth","gname","targtype1_txt","weaptype1_txt","attacktype1_txt","region","time_of_year"
2,1986,5,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1986,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1986,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Hostage Taking (Kidnapping)","Western Europe","Spring"
3,1986,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,5,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1986,5,"Irish Republican Army (IRA)","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1986,6,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Summer"
3,1986,6,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1986,6,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,6,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,7,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Summer"
1,1986,7,"Other","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1986,7,"Other","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1986,7,"Other","Business","Explosives","Assassination","Western Europe","Summer"
1,1986,7,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
2,1986,7,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,7,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1986,7,"Other","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
9,1986,7,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,7,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1986,7,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1986,7,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,7,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
3,1986,7,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
2,1986,7,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,7,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1986,8,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
1,1986,8,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Summer"
4,1986,8,"Other","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1986,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1986,8,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1986,9,"Other","Government (General)","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1986,9,"Basque Fatherland and Freedom (ETA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1986,9,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1986,9,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Autumn"
1,1986,9,"Other","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1986,9,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1986,10,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Autumn"
1,1986,10,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1986,10,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1986,10,"Ulster Freedom Fighters (UFF)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
2,1986,10,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
3,1986,10,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Assassination","Western Europe","Autumn"
1,1986,10,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Autumn"
1,1986,11,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Autumn"
1,1986,11,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Autumn"
1,1986,12,"Other","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1986,12,"Protestant extremists","Private Citizens & Property","Melee","Unarmed Assault","Western Europe","Winter"
1,1986,12,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1986,12,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1986,12,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1986,12,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1986,12,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1987,1,"Irish National Liberation Army (INLA)","Military","Firearms","Assassination","Western Europe","Winter"
1,1987,1,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Winter"
2,1987,1,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
3,1987,1,"Other","Tourists","Firearms","Armed Assault","Western Europe","Winter"
3,1987,1,"Other","Military","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1987,1,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Winter"
1,1987,1,"Irish National Liberation Army (INLA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
1,1987,2,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1987,2,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Winter"
2,1987,2,"Other","Government (General)","Firearms","Armed Assault","Western Europe","Winter"
1,1987,2,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Winter"
1,1987,3,"Irish National Liberation Army (INLA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Basque Fatherland and Freedom (ETA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1987,3,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Irish National Liberation Army (INLA)","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Other","Government (General)","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Other","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Spring"
1,1987,3,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
2,1987,3,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
3,1987,3,"Irish Republican Army (IRA)","Religious Figures/Institutions","Firearms","Armed Assault","Western Europe","Spring"
1,1987,3,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1987,3,"Irish Republican Army (IRA)","Military","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1987,4,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1987,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
2,1987,4,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1987,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Business","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
2,1987,4,"Irish Republican Army (IRA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Spring"
2,1987,4,"Irish Republican Army (IRA)","Government (General)","Explosives","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1987,4,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1987,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1987,5,"Ulster Volunteer Force (UVF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
9,1987,5,"Irish Republican Army (IRA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1987,5,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Spring"
1,1987,5,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Spring"
1,1987,5,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Spring"
1,1987,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1987,5,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Spring"
1,1987,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1987,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Other","NGO","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Irish Republican Army (IRA)","Military","Explosives","Assassination","Western Europe","Summer"
21,1987,6,"Basque Fatherland and Freedom (ETA)","Business","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1987,6,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1987,6,"Protestant extremists","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1987,7,"Ulster Freedom Fighters (UFF)","Business","Firearms","Assassination","Western Europe","Summer"
1,1987,7,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Summer"
5,1987,7,"Basque Fatherland and Freedom (ETA)","Military","Explosives","Bombing/Explosion","Western Europe","Summer"
2,1987,7,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1987,7,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
1,1987,7,"Irish Republican Army (IRA)","Military","Firearms","Armed Assault","Western Europe","Summer"
1,1987,7,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Armed Assault","Western Europe","Summer"
1,1987,7,"Irish Republican Army (IRA)","Military","Firearms","Assassination","Western Europe","Summer"
1,1987,7,"Other","Terrorists/Non-State Militia","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1987,7,"Other","Airports & Aircraft","Firearms","Hijacking","Western Europe","Summer"
1,1987,7,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1987,8,"Other","Police","Firearms","Armed Assault","Western Europe","Summer"
2,1987,8,"Basque Fatherland and Freedom (ETA)","Private Citizens & Property","Explosives","Bombing/Explosion","Western Europe","Summer"
1,1987,8,"Ulster Freedom Fighters (UFF)","Business","Firearms","Assassination","Western Europe","Summer"
1,1987,8,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Summer"
2,1987,8,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1987,8,"Irish Republican Army (IRA)","Police","Firearms","Assassination","Western Europe","Summer"
1,1987,9,"Irish Republican Army (IRA)","Terrorists/Non-State Militia","Firearms","Assassination","Western Europe","Autumn"
1,1987,9,"Ulster Freedom Fighters (UFF)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
1,1987,9,"Basque Fatherland and Freedom (ETA)","Police","Firearms","Assassination","Western Europe","Autumn"
2,1987,9,"Basque Fatherland and Freedom (ETA)","Police","Explosives","Bombing/Explosion","Western Europe","Autumn"
1,1987,9,"Irish Republican Army (IRA)","Private Citizens & Property","Firearms","Assassination","Western Europe","Autumn"
